OrderID,ProductID,UnitPrice,Quantity,Discount,DetailPrice
10320,71,17.20,30,0,516.00
10321,35,14.40,10,0,144.00
10322,52,5.60,20,0,112.00
10323,15,12.40,5,0,62.00
10323,25,11.20,4,0,44.80
10323,39,14.40,4,0,57.60
10324,16,13.90,21,0.15,291.90
10324,35,14.40,70,0.15,1008.00
10324,46,9.60,30,0,288.00
10324,59,44.00,40,0.15,1760.00
10324,63,35.10,80,0.15,2808.00
10325,6,20.00,6,0,120.00
10325,13,4.80,12,0,57.60
10325,14,18.60,9,0,167.40
10325,31,10.00,4,0,40.00
10325,72,27.80,40,0,1112.00
10326,4,17.60,24,0,422.40
10326,57,15.60,16,0,249.60
10326,75,6.20,50,0,310.00
10327,2,15.20,25,0.2,380.00
10327,11,16.80,50,0.2,840.00
10327,30,20.70,35,0.2,724.50
10327,58,10.60,30,0.2,318.00
10328,59,44.00,9,0,396.00
10328,65,16.80,40,0,672.00
10328,68,10.00,10,0,100.00
10329,19,7.30,10,0.05,73.00
10329,30,20.70,8,0.05,165.60
10329,38,210.80,20,0.05,4216.00
10329,56,30.40,12,0.05,364.80
10330,26,24.90,50,0.15,1245.00
10330,72,27.80,25,0.15,695.00
10331,54,5.90,15,0,88.50
10332,18,50.00,40,0.2,2000.00
10332,42,11.20,10,0.2,112.00
10332,47,7.60,16,0.2,121.60
10333,14,18.60,10,0,186.00
10333,21,8.00,10,0.1,80.00
10333,71,17.20,40,0.1,688.00
10334,52,5.60,8,0,44.80
10334,68,10.00,10,0,100.00
10335,2,15.20,7,0.2,106.40
10335,31,10.00,25,0.2,250.00
10335,32,25.60,6,0.2,153.60
10335,51,42.40,48,0.2,2035.20
10336,4,17.60,18,0.1,316.80
10337,23,7.20,40,0,288.00
10337,26,24.90,24,0,597.60
10337,36,15.20,20,0,304.00
10337,37,20.80,28,0,582.40
10337,72,27.80,25,0,695.00
10338,17,31.20,20,0,624.00
10338,30,20.70,15,0,310.50
10339,4,17.60,10,0,176.00
10339,17,31.20,70,0.05,2184.00
10339,62,39.40,28,0,1103.20
10340,18,50.00,20,0.05,1000.00
10340,41,7.70,12,0.05,92.40
10340,43,36.80,40,0.05,1472.00
10341,33,2.00,8,0,16.00
10341,59,44.00,9,0.15,396.00
10342,2,15.20,24,0.2,364.80
10342,31,10.00,56,0.2,560.00
10342,36,15.20,40,0.2,608.00
10342,55,19.20,40,0.2,768.00
10343,64,26.60,50,0,1330.00
10343,68,10.00,4,0.05,40.00
10343,76,14.40,15,0,216.00
10344,4,17.60,35,0,616.00
10344,8,32.00,70,0.25,2240.00
10345,8,32.00,70,0,2240.00
10345,19,7.30,80,0,584.00
10345,42,11.20,9,0,100.80
10346,17,31.20,36,0.1,1123.20
10346,56,30.40,20,0,608.00
10347,25,11.20,10,0,112.00
10347,39,14.40,50,0.15,720.00
10347,40,14.70,4,0,58.80
10347,75,6.20,6,0.15,37.20
10348,1,14.40,15,0.15,216.00
10348,23,7.20,25,0,180.00
10349,54,5.90,24,0,141.60
10350,50,13.00,15,0.1,195.00
10350,69,28.80,18,0.1,518.40
10351,38,210.80,20,0.05,4216.00
10351,41,7.70,13,0,100.10
10351,44,15.50,77,0.05,1193.50
10351,65,16.80,10,0.05,168.00
10352,24,3.60,10,0,36.00
10352,54,5.90,20,0.15,118.00
10353,11,16.80,12,0.2,201.60
10353,38,210.80,50,0.2,10540.00
10354,1,14.40,12,0,172.80
10354,29,99.00,4,0,396.00
10355,24,3.60,25,0,90.00
10355,57,15.60,25,0,390.00
10356,31,10.00,30,0,300.00
10356,55,19.20,12,0,230.40
10356,69,28.80,20,0,576.00
10357,10,24.80,30,0.2,744.00
10357,26,24.90,16,0,398.40
10357,60,27.20,8,0.2,217.60
10358,24,3.60,10,0.05,36.00
10358,34,11.20,10,0.05,112.00
10358,36,15.20,20,0.05,304.00
10359,16,13.90,56,0.05,778.40
10359,31,10.00,70,0.05,700.00
10359,60,27.20,80,0.05,2176.00
10360,28,36.40,30,0,1092.00
10360,29,99.00,35,0,3465.00
10360,38,210.80,10,0,2108.00
10360,49,16.00,35,0,560.00
10360,54,5.90,28,0,165.20
10361,39,14.40,54,0.1,777.60
10361,60,27.20,55,0.1,1496.00
10362,25,11.20,50,0,560.00
10362,51,42.40,20,0,848.00
10362,54,5.90,24,0,141.60
10363,31,10.00,20,0,200.00
10363,75,6.20,12,0,74.40
10363,76,14.40,12,0,172.80
10364,69,28.80,30,0,864.00
10364,71,17.20,5,0,86.00
10365,11,16.80,24,0,403.20
10366,65,16.80,5,0,84.00
10366,77,10.40,5,0,52.00
10367,34,11.20,36,0,403.20
10367,54,5.90,18,0,106.20
10367,65,16.80,15,0,252.00
10367,77,10.40,7,0,72.80
10368,21,8.00,5,0.1,40.00
10368,28,36.40,13,0.1,473.20
10368,57,15.60,25,0,390.00
10368,64,26.60,35,0.1,931.00
10369,29,99.00,20,0,1980.00
10369,56,30.40,18,0.25,547.20
10370,1,14.40,15,0.15,216.00
10370,64,26.60,30,0,798.00
10370,74,8.00,20,0.15,160.00
10371,36,15.20,6,0.2,91.20
10372,20,64.80,12,0.25,777.60
10372,38,210.80,40,0.25,8432.00
10372,60,27.20,70,0.25,1904.00
10372,72,27.80,42,0.25,1167.60
10373,58,10.60,80,0.2,848.00
10373,71,17.20,50,0.2,860.00
10374,31,10.00,30,0,300.00
10374,58,10.60,15,0,159.00
10375,14,18.60,15,0,279.00
10375,54,5.90,10,0,59.00
10376,31,10.00,42,0.05,420.00
10377,28,36.40,20,0.15,728.00
10377,39,14.40,20,0.15,288.00
10378,71,17.20,6,0,103.20
10379,41,7.70,8,0.1,61.60
10379,63,35.10,16,0.1,561.60
10379,65,16.80,20,0.1,336.00
10380,30,20.70,18,0.1,372.60
10380,53,26.20,20,0.1,524.00
10380,60,27.20,6,0.1,163.20
10380,70,12.00,30,0,360.00
10381,74,8.00,14,0,112.00
10382,5,17.00,32,0,544.00
10382,18,50.00,9,0,450.00
10382,29,99.00,14,0,1386.00
10382,33,2.00,60,0,120.00
10382,74,8.00,50,0,400.00
10383,13,4.80,20,0,96.00
10383,50,13.00,15,0,195.00
10383,56,30.40,20,0,608.00
10384,20,64.80,28,0,1814.40
10384,60,27.20,15,0,408.00
10385,7,24.00,10,0.2,240.00
10385,60,27.20,20,0.2,544.00
10385,68,10.00,8,0.2,80.00
10386,24,3.60,15,0,54.00
10386,34,11.20,10,0,112.00
10387,24,3.60,15,0,54.00
10387,28,36.40,6,0,218.40
10387,59,44.00,12,0,528.00
10387,71,17.20,15,0,258.00
10388,45,7.60,15,0.2,114.00
10388,52,5.60,20,0.2,112.00
10388,53,26.20,40,0,1048.00
10389,10,24.80,16,0,396.80
10389,55,19.20,15,0,288.00
10389,62,39.40,20,0,788.00
10389,70,12.00,30,0,360.00
10390,31,10.00,60,0.1,600.00
10390,35,14.40,40,0.1,576.00
10390,46,9.60,45,0,432.00
10390,72,27.80,24,0.1,667.20
10391,13,4.80,18,0,86.40
10392,69,28.80,50,0,1440.00
10393,2,15.20,25,0.25,380.00
10393,14,18.60,42,0.25,781.20
10393,25,11.20,7,0.25,78.40
10393,26,24.90,70,0.25,1743.00
10393,31,10.00,32,0,320.00
10394,13,4.80,10,0,48.00
10394,62,39.40,10,0,394.00
10395,46,9.60,28,0.1,268.80
10395,53,26.20,70,0.1,1834.00
10395,69,28.80,8,0,230.40
10396,23,7.20,40,0,288.00
10396,71,17.20,60,0,1032.00
10396,72,27.80,21,0,583.80
10397,21,8.00,10,0.15,80.00
10397,51,42.40,18,0.15,763.20
10398,35,14.40,30,0,432.00
10398,55,19.20,120,0.1,2304.00
10399,68,10.00,60,0,600.00
10399,71,17.20,30,0,516.00
10399,76,14.40,35,0,504.00
10399,77,10.40,14,0,145.60
10400,29,99.00,21,0,2079.00
10400,35,14.40,35,0,504.00
10400,49,16.00,30,0,480.00
10401,30,20.70,18,0,372.60
10401,56,30.40,70,0,2128.00
10401,65,16.80,20,0,336.00
10401,71,17.20,60,0,1032.00
10402,23,7.20,60,0,432.00
10402,63,35.10,65,0,2281.50
10403,16,13.90,21,0.15,291.90
10403,48,10.20,70,0.15,714.00
10404,26,24.90,30,0.05,747.00
10404,42,11.20,40,0.05,448.00
10404,49,16.00,30,0.05,480.00
10405,3,8.00,50,0,400.00
10406,1,14.40,10,0,144.00
10406,21,8.00,30,0.1,240.00
10406,28,36.40,42,0.1,1528.80
10406,36,15.20,5,0.1,76.00
10406,40,14.70,2,0.1,29.40
10407,11,16.80,30,0,504.00
10407,69,28.80,15,0,432.00
10407,71,17.20,15,0,258.00
10408,37,20.80,10,0,208.00
10408,54,5.90,6,0,35.40
10408,62,39.40,35,0,1379.00
10409,14,18.60,12,0,223.20
10409,21,8.00,12,0,96.00
10410,33,2.00,49,0,98.00
10410,59,44.00,16,0,704.00
10411,41,7.70,25,0.2,192.50
10411,44,15.50,40,0.2,620.00
10411,59,44.00,9,0.2,396.00
10412,14,18.60,20,0.1,372.00
10413,1,14.40,24,0,345.60
10413,62,39.40,40,0,1576.00
10413,76,14.40,14,0,201.60
10414,19,7.30,18,0.05,131.40
10414,33,2.00,50,0,100.00
10415,17,31.20,2,0,62.40
10415,33,2.00,20,0,40.00
10416,19,7.30,20,0,146.00
10416,53,26.20,10,0,262.00
10416,57,15.60,20,0,312.00
10417,38,210.80,50,0,10540.00
10417,46,9.60,2,0.25,19.20
10417,68,10.00,36,0.25,360.00
10417,77,10.40,35,0,364.00
10418,2,15.20,60,0,912.00
10418,47,7.60,55,0,418.00
10418,61,22.80,16,0,364.80
10418,74,8.00,15,0,120.00
10419,60,27.20,60,0.05,1632.00
10419,69,28.80,20,0.05,576.00
10420,9,77.60,20,0.1,1552.00
10420,13,4.80,2,0.1,9.60
10420,70,12.00,8,0.1,96.00
10420,73,12.00,20,0.1,240.00
10421,19,7.30,4,0.15,29.20
10421,26,24.90,30,0,747.00
10421,53,26.20,15,0.15,393.00
10421,77,10.40,10,0.15,104.00
10422,26,24.90,2,0,49.80
10423,31,10.00,14,0,140.00
10423,59,44.00,20,0,880.00
10424,35,14.40,60,0.2,864.00
10424,38,210.80,49,0.2,10329.20
10424,68,10.00,30,0.2,300.00
10425,55,19.20,10,0.25,192.00
10425,76,14.40,20,0.25,288.00
10426,56,30.40,5,0,152.00
10426,64,26.60,7,0,186.20
10427,14,18.60,35,0,651.00
10428,46,9.60,20,0,192.00
10429,50,13.00,40,0,520.00
10429,63,35.10,35,0.25,1228.50
10430,17,31.20,45,0.2,1404.00
10430,21,8.00,50,0,400.00
10430,56,30.40,30,0,912.00
10430,59,44.00,70,0.2,3080.00
10431,17,31.20,50,0.25,1560.00
10431,40,14.70,50,0.25,735.00
10431,47,7.60,30,0.25,228.00
10432,26,24.90,10,0,249.00
10432,54,5.90,40,0,236.00
10433,56,30.40,28,0,851.20
10434,11,16.80,6,0,100.80
10434,76,14.40,18,0.15,259.20
10435,2,15.20,10,0,152.00
10435,22,16.80,12,0,201.60
10435,72,27.80,10,0,278.00
10436,46,9.60,5,0,48.00
10436,56,30.40,40,0.1,1216.00
10436,64,26.60,30,0.1,798.00
10436,75,6.20,24,0.1,148.80
10437,53,26.20,15,0,393.00
10438,19,7.30,15,0.2,109.50
10438,34,11.20,20,0.2,224.00
10438,57,15.60,15,0.2,234.00
10439,12,30.40,15,0,456.00
10439,16,13.90,16,0,222.40
10439,64,26.60,6,0,159.60
10439,74,8.00,30,0,240.00
10440,2,15.20,45,0.15,684.00
10440,16,13.90,49,0.15,681.10
10440,29,99.00,24,0.15,2376.00
10440,61,22.80,90,0.15,2052.00
10441,27,35.10,50,0,1755.00
10442,11,16.80,30,0,504.00
10442,54,5.90,80,0,472.00
10442,66,13.60,60,0,816.00
10443,11,16.80,6,0.2,100.80
10443,28,36.40,12,0,436.80
10444,17,31.20,10,0,312.00
10444,26,24.90,15,0,373.50
10444,35,14.40,8,0,115.20
10444,41,7.70,30,0,231.00
10445,39,14.40,6,0,86.40
10445,54,5.90,15,0,88.50
10446,19,7.30,12,0.1,87.60
10446,24,3.60,20,0.1,72.00
10446,31,10.00,3,0.1,30.00
10446,52,5.60,15,0.1,84.00
10447,19,7.30,40,0,292.00
10447,65,16.80,35,0,588.00
10447,71,17.20,2,0,34.40
10448,26,24.90,6,0,149.40
10448,40,14.70,20,0,294.00
10449,10,24.80,14,0,347.20
10449,52,5.60,20,0,112.00
10449,62,39.40,35,0,1379.00
10450,10,24.80,20,0.2,496.00
10450,54,5.90,6,0.2,35.40
10451,55,19.20,120,0.1,2304.00
10451,64,26.60,35,0.1,931.00
10451,65,16.80,28,0.1,470.40
10451,77,10.40,55,0.1,572.00
10452,28,36.40,15,0,546.00
10452,44,15.50,100,0.05,1550.00
10453,48,10.20,15,0.1,153.00
10453,70,12.00,25,0.1,300.00
10454,16,13.90,20,0.2,278.00
10454,33,2.00,20,0.2,40.00
10454,46,9.60,10,0.2,96.00
10455,39,14.40,20,0,288.00
10455,53,26.20,50,0,1310.00
10455,61,22.80,25,0,570.00
10455,71,17.20,30,0,516.00
10456,21,8.00,40,0.15,320.00
10456,49,16.00,21,0.15,336.00
10457,59,44.00,36,0,1584.00
10458,26,24.90,30,0,747.00
10458,28,36.40,30,0,1092.00
10458,43,36.80,20,0,736.00
10458,56,30.40,15,0,456.00
10458,71,17.20,50,0,860.00
10459,7,24.00,16,0.05,384.00
10459,46,9.60,20,0.05,192.00
10459,72,27.80,40,0,1112.00
10460,68,10.00,21,0.25,210.00
10460,75,6.20,4,0.25,24.80
10461,21,8.00,40,0.25,320.00
10461,30,20.70,28,0.25,579.60
10461,55,19.20,60,0.25,1152.00
10462,13,4.80,1,0,4.80
10462,23,7.20,21,0,151.20
10463,19,7.30,21,0,153.30
10463,42,11.20,50,0,560.00
10464,4,17.60,16,0.2,281.60
10464,43,36.80,3,0,110.40
10464,56,30.40,30,0.2,912.00
10464,60,27.20,20,0,544.00
10465,24,3.60,25,0,90.00
10465,29,99.00,18,0.1,1782.00
10465,40,14.70,20,0,294.00
10465,45,7.60,30,0.1,228.00
10465,50,13.00,25,0,325.00
10466,11,16.80,10,0,168.00
10466,46,9.60,5,0,48.00
10467,24,3.60,28,0,100.80
10467,25,11.20,12,0,134.40
10468,30,20.70,8,0,165.60
10468,43,36.80,15,0,552.00
10469,2,15.20,40,0.15,608.00
10469,16,13.90,35,0.15,486.50
10469,44,15.50,2,0.15,31.00
10470,18,50.00,30,0,1500.00
10470,23,7.20,15,0,108.00
10470,64,26.60,8,0,212.80
10471,7,24.00,30,0,720.00
10471,56,30.40,20,0,608.00
10472,24,3.60,80,0.05,288.00
10472,51,42.40,18,0,763.20
10473,33,2.00,12,0,24.00
10473,71,17.20,12,0,206.40
10474,14,18.60,12,0,223.20
10474,28,36.40,18,0,655.20
10474,40,14.70,21,0,308.70
10474,75,6.20,10,0,62.00
10475,31,10.00,35,0.15,350.00
10475,66,13.60,60,0.15,816.00
10475,76,14.40,42,0.15,604.80
10476,55,19.20,2,0.05,38.40
10476,70,12.00,12,0,144.00
10477,1,14.40,15,0,216.00
10477,21,8.00,21,0.25,168.00
10477,39,14.40,20,0.25,288.00
10478,10,24.80,20,0.05,496.00
10479,38,210.80,30,0,6324.00
10479,53,26.20,28,0,733.60
10479,59,44.00,60,0,2640.00
10479,64,26.60,30,0,798.00
10480,47,7.60,30,0,228.00
10480,59,44.00,12,0,528.00
10481,49,16.00,24,0,384.00
10481,60,27.20,40,0,1088.00
10482,40,14.70,10,0,147.00
10483,34,11.20,35,0.05,392.00
10483,77,10.40,30,0.05,312.00
10484,21,8.00,14,0,112.00
10484,40,14.70,10,0,147.00
10484,51,42.40,3,0,127.20
10485,2,15.20,20,0.1,304.00
10485,3,8.00,20,0.1,160.00
10485,55,19.20,30,0.1,576.00
10485,70,12.00,60,0.1,720.00
10486,11,16.80,5,0,84.00
10486,51,42.40,25,0,1060.00
10486,74,8.00,16,0,128.00
10487,19,7.30,5,0,36.50
10487,26,24.90,30,0,747.00
10487,54,5.90,24,0.25,141.60
10488,59,44.00,30,0,1320.00
10488,73,12.00,20,0.2,240.00
10489,11,16.80,15,0.25,252.00
10489,16,13.90,18,0,250.20
10490,59,44.00,60,0,2640.00
10490,68,10.00,30,0,300.00
10490,75,6.20,36,0,223.20
10491,44,15.50,15,0.15,232.50
10491,77,10.40,7,0.15,72.80
10492,25,11.20,60,0.05,672.00
10492,42,11.20,20,0.05,224.00
10493,65,16.80,15,0.1,252.00
10493,66,13.60,10,0.1,136.00
10493,69,28.80,10,0.1,288.00
10494,56,30.40,30,0,912.00
10495,23,7.20,10,0,72.00
10495,41,7.70,20,0,154.00
10495,77,10.40,5,0,52.00
10496,31,10.00,20,0.05,200.00
10497,56,30.40,14,0,425.60
10497,72,27.80,25,0,695.00
10497,77,10.40,25,0,260.00
10498,24,4.50,14,0,63.00
10498,40,18.40,5,0,92.00
10498,42,14.00,30,0,420.00
10499,28,45.60,20,0,912.00
10499,49,20.00,25,0,500.00
10500,15,15.50,12,0.05,186.00
10500,28,45.60,8,0.05,364.80
10501,54,7.45,20,0,149.00
10502,45,9.50,21,0,199.50
10502,53,32.80,6,0,196.80
10502,67,14.00,30,0,420.00
10503,14,23.25,70,0,1627.50
10503,65,21.05,20,0,421.00
10504,2,19.00,12,0,228.00
10504,21,10.00,12,0,120.00
10504,53,32.80,10,0,328.00
10504,61,28.50,25,0,712.50
10505,62,49.30,3,0,147.90
10506,25,14.00,18,0.1,252.00
10506,70,15.00,14,0.1,210.00
10507,43,46.00,15,0.15,690.00
10507,48,12.75,15,0.15,191.25
10508,13,6.00,10,0,60.00
10508,39,18.00,10,0,180.00
10509,28,45.60,3,0,136.80
10510,29,123.79,36,0,4456.44
10510,75,7.75,36,0.1,279.00
10511,4,22.00,50,0.15,1100.00
10511,7,30.00,50,0.15,1500.00
10511,8,40.00,10,0.15,400.00
10512,24,4.50,10,0.15,45.00
10512,46,12.00,9,0.15,108.00
10512,47,9.50,6,0.15,57.00
10512,60,34.00,12,0.15,408.00
10513,21,10.00,40,0.2,400.00
10513,32,32.00,50,0.2,1600.00
10513,61,28.50,15,0.2,427.50
10514,20,81.00,39,0,3159.00
10514,28,45.60,35,0,1596.00
10514,56,38.00,70,0,2660.00
10514,65,21.05,39,0,820.95
10514,75,7.75,50,0,387.50
10515,9,97.00,16,0.15,1552.00
10515,16,17.45,50,0,872.50
10515,27,43.90,120,0,5268.00
10515,33,2.50,16,0.15,40.00
10515,60,34.00,84,0.15,2856.00
10516,18,62.50,25,0.1,1562.50
10516,41,9.65,80,0.1,772.00
10516,42,14.00,20,0,280.00
10517,52,7.00,6,0,42.00
10517,59,55.00,4,0,220.00
10517,70,15.00,6,0,90.00
10518,24,4.50,5,0,22.50
10518,38,263.50,15,0,3952.50
10518,44,19.45,9,0,175.05
10519,10,31.00,16,0.05,496.00
10519,56,38.00,40,0,1520.00
10519,60,34.00,10,0.05,340.00
10520,24,4.50,8,0,36.00
10520,53,32.80,5,0,164.00
10521,35,18.00,3,0,54.00
10521,41,9.65,10,0,96.50
10521,68,12.50,6,0,75.00
10522,1,18.00,40,0.2,720.00
10522,8,40.00,24,0,960.00
10522,30,25.89,20,0.2,517.80
10522,40,18.40,25,0.2,460.00
10523,17,39.00,25,0.1,975.00
10523,20,81.00,15,0.1,1215.00
10523,37,26.00,18,0.1,468.00
10523,41,9.65,6,0.1,57.90
10524,10,31.00,2,0,62.00
10524,30,25.89,10,0,258.90
10524,43,46.00,60,0,2760.00
10524,54,7.45,15,0,111.75
10525,36,19.00,30,0,570.00
10525,40,18.40,15,0.1,276.00
10526,1,18.00,8,0.15,144.00
10526,13,6.00,10,0,60.00
10526,56,38.00,30,0.15,1140.00
10527,4,22.00,50,0.1,1100.00
10527,36,19.00,30,0.1,570.00
10528,11,21.00,3,0,63.00
10528,33,2.50,8,0.2,20.00
10528,72,34.80,9,0,313.20
10529,55,24.00,14,0,336.00
10529,68,12.50,20,0,250.00
10529,69,36.00,10,0,360.00
10530,17,39.00,40,0,1560.00
10530,43,46.00,25,0,1150.00
10530,61,28.50,20,0,570.00
10530,76,18.00,50,0,900.00
10531,59,55.00,2,0,110.00
10532,30,25.89,15,0,388.35
10532,66,17.00,24,0,408.00
10533,4,22.00,50,0.05,1100.00
10533,72,34.80,24,0,835.20
10533,73,15.00,24,0.05,360.00
10534,30,25.89,10,0,258.90
10534,40,18.40,10,0.2,184.00
10534,54,7.45,10,0.2,74.50
10535,11,21.00,50,0.1,1050.00
10535,40,18.40,10,0.1,184.00
10535,57,19.50,5,0.1,97.50
10535,59,55.00,15,0.1,825.00
10536,12,38.00,15,0.25,570.00
10536,31,12.50,20,0,250.00
10536,33,2.50,30,0,75.00
10536,60,34.00,35,0.25,1190.00
10537,31,12.50,30,0,375.00
10537,51,53.00,6,0,318.00
10537,58,13.25,20,0,265.00
10537,72,34.80,21,0,730.80
10537,73,15.00,9,0,135.00
10538,70,15.00,7,0,105.00
10538,72,34.80,1,0,34.80
10539,13,6.00,8,0,48.00
